,index,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
10,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308,0.37,0.247,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,5.8,0.0,0.0,8.14,8.64,11.4,14.5,13.1,13.7,15.4,14.7,46.4,53.2,44.3,60.1,65.2,88.0,90.4,84.8,103.0,119.0,147.0,150.0,196.0,201.0,236.0,249.0,262.0,298.0,303.0,330.0,338.0,358.0,373.0,403.0,457.0,503.0,532.0,624.0,635.0,730.0,743.0,859.0,964.0,1120.0,1270.0,1300.0,1260.0,1230.0,1370.0,1220.0,1390.0,1560.0,1570.0,1660.0,1620.0,1680.0,1910.0,2070.0,1870.0,1720.0,1830.0,1680.0,671.0,573.0,523.0,567.0,692.0,764.0,910.0,898.0,1300.0,1620.0,1800.0,1940.0,2630.0,3160.0,3560.0,3980.0,4820.0,5450.0,6250.0,6390.0,6750.0,6830.0,8190.0,7190.0,4950.0,6320.0,5920.0,6270.0,7040.0,8480.0,9020.0,10300.0,11400.0,12400.0,13300.0,14000.0,15300.0,17400.0,19100.0,20900.0,22300.0,19800.0,20600.0,21300.0,22300.0,24000.0,25500.0,27100.0,28600.0,29900.0,30800.0,32100.0,33700.0,35800.0,37700.0,39300.0,40800.0,42900.0,44600.0,46100.0,47700.0,48100.0,50000.0,49100.0,50000.0,50700.0,51200.0,55200.0,55300.0,55100.0,56600.0,55300.0,51700.0,51000.0,56200.0,48400.0,42000.0,33300.0,31300.0,29800.0,31700.0,28600.0,29500.0,28800.0,29700.0,30700.0,32100.0,34300.0,39100.0,30500.0,35500.0,31900.0,30700.0,33000.0,35100.0,35100.0,36800.0,37100.0,37200.0,36700.0,36800.0
11,Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,77.0,80.7,84.3,128.0,139.0,176.0,180.0,260.0,411.0,546.0,726.0,708.0,1090.0,1320.0,1090.0,1700.0,1630.0,1740.0,2570.0,6730.0,6490.0,7870.0,7390.0,8250.0,6460.0,9720.0,6600.0,6920.0,7980.0,2800.0,2260.0,2020.0,1860.0,1510.0,1410.0,1420.0,1540.0,1950.0,1840.0,1840.0,1850.0,1760.0,1750.0,1740.0,1730.0,1530.0,1910.0,1950.0,1950.0,1870.0,1930.0,1970.0,1970.0,1830.0,1780.0,1800.0,2360.0,1610.0,2390.0,1800.0,1910.0,2870.0,2350.0,2020.0,1790.0,1800.0,1810.0
12,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,121.0,532.0,1950.0,3260.0,3480.0,3190.0,2970.0,2850.0,2620.0,2760.0,2820.0,3070.0,3360.0,3950.0,4580.0,4610.0,1380.0,1180.0,1290.0,997.0,1050.0,1400.0,1060.0,755.0,1290.0,1310.0,576.0,1770.0,1590.0,1200.0,1600.0,1230.0,649.0,1000.0,1100.0,1270.0,2590.0,3040.0,3680.0,5520.0,5410.0,5750.0,6570.0,7470.0,7770.0,8130.0,7890.0,8530.0,9840.0,8230.0,9210.0,10200.0,11000.0,11400.0,12200.0,11700.0,12400.0,11900.0,10900.0,14600.0,14800.0,14800.0,15600.0,17300.0,18400.0,18000.0,18800.0,14100.0,15900.0,16800.0,17900.0,19800.0,19400.0,26800.0,29700.0,28100.0,29100.0,28700.0,27300.0,31200.0,31200.0,32700.0,31500.0,31800.0,31100.0
13,Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,122.0,134.0,190.0,994.0,1230.0,1300.0,1320.0,1340.0,1380.0,1640.0,1690.0,1900.0,1840.0,2210.0,2290.0,2520.0,2900.0,2980.0,3120.0,3180.0,3370.0,3870.0,3750.0,3810.0,3610.0,3510.0,4550.0,4660.0,4860.0,5560.0,5790.0,5990.0,6620.0,7600.0,7890.0,8560.0,8190.0,9080.0,10200.0,11400.0,11800.0,13500.0,13400.0,14100.0,14800.0,15400.0,16100.0,17600.0,21100.0,21500.0,23100.0,23200.0,25100.0,26500.0,31100.0,32000.0,33500.0,36000.0,37700.0,41700.0,42700.0,45300.0,49200.0,54000.0,56600.0,60700.0,61800.0,66000.0,72900.0,76100.0,78900.0,85800.0
14,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,3.67,7.33,3.67,3.67,3.67,3.67,0.0,0.0,0.0,0.0,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,3.67,3.67,73.3,110.0,88.0,110.0,114.0,128.0,128.0,136.0,150.0,150.0,172.0,194.0,260.0,191.0,180.0,205.0,268.0,337.0,440.0,480.0,429.0,484.0,502.0,480.0,491.0,568.0,532.0,590.0,631.0,601.0,675.0,686.0,645.0,686.0,748.0,847.0,917.0,943.0,946.0,990.0,1070.0,1200.0,976.0,1100.0,741.0,807.0,825.0,892.0,1100.0,1160.0,1150.0,1190.0,1200.0,1250.0,1270.0,1320.0,1340.0,1360.0,1610.0,1600.0,1470.0,1520.0,1460.0,1440.0,1250.0,1250.0,1270.0,1270.0,1280.0
15,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.479,0.575,0.384,0.479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,0.0,0.0,0.0,0.0,9.01,0.0,0.0,12.7,13.4,17.7,22.5,20.3,21.3,23.9,22.8,72.1,82.8,68.9,93.4,101.0,137.0,140.0,132.0,160.0,184.0,229.0,233.0,305.0,313.0,367.0,387.0,407.0,464.0,471.0,513.0,526.0,556.0,580.0,627.0,710.0,782.0,827.0,970.0,988.0,1130.0,1160.0,1340.0,1500.0,1740.0,1970.0,2020.0,1950.0,1910.0,2120.0,1900.0,2160.0,2420.0,2440.0,2570.0,2520.0,2620.0,2960.0,3220.0,2910.0,2670.0,2840.0,2620.0,1040.0,891.0,813.0,881.0,1070.0,1190.0,1410.0,1400.0,2020.0,2520.0,2790.0,3010.0,4090.0,4910.0,5540.0,6190.0,7490.0,8470.0,9720.0,9930.0,10500.0,10600.0,12700.0,11200.0,7690.0,9820.0,9200.0,9740.0,10900.0,13200.0,14000.0,15900.0,17800.0,19300.0,20600.0,21800.0,23800.0,27000.0,29600.0,32400.0,34600.0,43500.0,45300.0,46700.0,49000.0,52600.0,55900.0,59300.0,62700.0,65600.0,67400.0,70300.0,73900.0,78400.0,82600.0,86100.0,89400.0,94000.0,97500.0,101000.0,104000.0,105000.0,109000.0,107000.0,109000.0,111000.0,112000.0,120000.0,121000.0,120000.0,123000.0,120000.0,104000.0,97100.0,90100.0,77700.0,64400.0,58000.0,59300.0,62600.0,59500.0,57000.0,55500.0,55600.0,55700.0,57200.0,60800.0,62100.0,64900.0,64300.0,66500.0,62000.0,63900.0,62900.0,63800.0,64500.0,63800.0,59300.0,61000.0,62800.0,65500.0
16,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6200.0,4470.0,4720.0,4570.0,4410.0,4760.0,5600.0,6000.0,6130.0,6710.0,7730.0,7400.0,7690.0,7120.0,7810.0,8230.0,8970.0,9330.0,8290.0,8740.0,9340.0,10200.0,11400.0,11800.0,13100.0,13400.0,13200.0,13800.0,14500.0,14900.0,15200.0,16500.0,16400.0,17200.0,18100.0,19100.0,20500.0,22300.0,20100.0,21700.0,24800.0,23700.0,25600.0,28100.0,25900.0,27000.0,26300.0,25100.0,27300.0,27800.0,30500.0,30700.0,32500.0,34400.0,33900.0,33100.0,32100.0,34000.0,36100.0,36900.0,39900.0,37800.0,37800.0,36100.0,39900.0,40200.0,42300.0,43800.0,45100.0,47200.0,49700.0,46700.0,48900.0,52700.0,50400.0,50300.0,57500.0,58400.0,57900.0,57800.0,61300.0,61700.0,64800.0,68100.0,40600.0,34400.0,45800.0,36300.0,33800.0,44900.0,55200.0,50600.0,56000.0,71900.0,76300.0,78100.0,77700.0,90500.0,88300.0,97000.0,93800.0,84200.0,67800.0,72700.0,75000.0,71700.0,75100.0,90400.0,79200.0,73800.0,62200.0,65200.0,61100.0,57900.0,33200.0,38800.0,56500.0,82100.0,85100.0,80900.0,76300.0,89500.0,83500.0,82500.0,85800.0,92100.0,96900.0,96600.0,87800.0,88400.0,91000.0,92800.0,98100.0,106000.0,104000.0,105000.0,105000.0,107000.0,119000.0,124000.0,126000.0,121000.0,131000.0,139000.0,135000.0,122000.0,130000.0,126000.0,136000.0,140000.0,135000.0,124000.0,117000.0,101000.0,105000.0,104000.0,102000.0,103000.0,99800.0,107000.0,121000.0,124000.0,123000.0,122000.0,125000.0,126000.0,130000.0,124000.0,130000.0,125000.0,127000.0,126000.0,126000.0,128000.0,129000.0,126000.0,124000.0,121000.0,120000.0,108000.0,114000.0,104000.0,102000.0,102000.0,96000.0,99800.0,98500.0,97600.0,99700.0
17,Belize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,25.7,25.7,29.3,29.3,29.3,29.3,29.3,40.3,40.3,44.0,36.7,69.7,62.3,84.3,84.3,80.7,121.0,103.0,136.0,121.0,143.0,158.0,147.0,154.0,176.0,176.0,198.0,216.0,209.0,191.0,183.0,172.0,172.0,172.0,191.0,205.0,227.0,249.0,301.0,312.0,407.0,356.0,378.0,374.0,378.0,308.0,389.0,370.0,348.0,396.0,447.0,433.0,433.0,392.0,422.0,444.0,477.0,436.0,587.0,539.0,601.0,477.0,513.0,495.0,579.0,568.0,567.0,575.0
18,Benin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,103.0,161.0,128.0,136.0,121.0,143.0,150.0,114.0,143.0,154.0,202.0,282.0,293.0,389.0,381.0,407.0,444.0,260.0,297.0,363.0,367.0,508.0,418.0,478.0,440.0,486.0,726.0,666.0,518.0,538.0,610.0,681.0,793.0,866.0,1090.0,1220.0,1270.0,1230.0,1200.0,1200.0,1540.0,1580.0,1790.0,2050.0,2330.0,2480.0,2370.0,3710.0,4320.0,4260.0,4510.0,4940.0,4890.0,4640.0,4890.0,5220.0,5870.0,6280.0,6910.0,7160.0
19,Bhutan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,3.67,3.67,3.67,3.67,3.67,3.67,7.33,11.0,22.0,22.0,25.7,33.0,29.3,51.3,62.3,55.0,103.0,110.0,62.3,128.0,176.0,206.0,173.0,202.0,236.0,285.0,377.0,367.0,371.0,382.0,369.0,402.0,361.0,291.0,378.0,373.0,372.0,401.0,368.0,465.0,668.0,773.0,854.0,957.0,974.0,1150.0,1180.0,1210.0
20,"Bolivia, Plurinational State of",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,11.0,11.0,7.33,14.7,44.0,73.3,69.7,44.0,55.0,66.0,84.3,128.0,106.0,136.0,147.0,139.0,169.0,161.0,169.0,205.0,290.0,495.0,462.0,513.0,539.0,788.0,931.0,1110.0,1000.0,917.0,950.0,1000.0,1040.0,1100.0,1210.0,1480.0,1510.0,1690.0,1890.0,2180.0,2550.0,2490.0,3060.0,3570.0,3460.0,3520.0,4060.0,4580.0,4480.0,5020.0,4730.0,4660.0,4780.0,4340.0,4280.0,4030.0,4110.0,3770.0,4020.0,4290.0,4970.0,5730.0,5980.0,6630.0,7800.0,8600.0,9810.0,9780.0,10900.0,10900.0,10400.0,11000.0,8570.0,10300.0,11000.0,11000.0,12100.0,14900.0,12200.0,13100.0,13600.0,14900.0,16000.0,18500.0,18800.0,20000.0,19700.0,21200.0,21700.0,22300.0
